date,state,top_10_excess_return,middle_10_excess_return,bottom_10_excess_return,top_minus_bottom,top_10_excess_return_nav,middle_10_excess_return_nav,bottom_10_excess_return_nav,top_minus_bottom_nav
2024-05-27,S1_trend,-0.004046307096989309,-4.3154537079470945e-05,0.0021891031941443967,-0.006235410291133706,1.1808919617402518,0.9544876134898991,0.8457365777281108,1.38694375868364
2024-06-03,S3_range_or_uncertain,0.0026064824591456675,0.00014146225454140845,0.0005221693950068292,0.0020843130641388383,1.1839699359246738,0.9546226374596353,0.8461781954852383,1.38983458367909
2024-06-11,S3_range_or_uncertain,0.008534447734198425,0.012441097964122957,-0.00047323704884150164,0.009007684783039926,1.1940744654616853,0.96649919121104,0.8457777526132129,1.4023537755094388
2024-06-18,S3_range_or_uncertain,-0.00990196625922316,-0.004795294076259793,-0.016035617518617977,0.006133651259394817,1.1822507803936837,0.9618645433647158,0.8322151840665512,1.4109553245107094
2024-06-25,S3_range_or_uncertain,0.0020417326649979067,-0.007552128838141621,0.009990392847846955,-0.007948660182849048,1.184664620430233,0.9546004184083853,0.8405293406893192,1.3997401201029922
2024-07-02,S3_range_or_uncertain,-0.008927725980262709,-0.010726856487018517,0.017446375550980973,-0.02637410153124368,1.17408825932052,0.9443605567176707,0.8551935312286035,1.3628232320580407
2024-07-09,S3_range_or_uncertain,-0.0003275388292687328,0.001292100523566327,0.022002239770557607,-0.02232977859982634,1.173703699826604,0.9455807654874411,0.8740097043529252,1.332391691015485
2024-07-16,S3_range_or_uncertain,-0.008870720367518204,0.010601803647679264,-0.021538453457325683,0.01266773308980748,1.1632921025111205,0.9556056270961613,0.8551848870144688,1.3492700733283465
2024-07-23,S3_range_or_uncertain,0.013656098741860013,-0.001428756767280883,-0.003276566964846113,0.016932665706706127,1.179178134328638,0.9542402990895958,0.8523828164648416,1.3721168124280783
2024-07-30,S3_range_or_uncertain,0.0029826029412707957,0.005155668695835336,0.0068894998208431845,-0.003906896879572389,1.1826951545003688,0.9591600459279167,0.8582553077261659,1.3667560935351943
2024-08-06,S3_range_or_uncertain,-0.001069930574548635,-0.0026638046584476368,-0.02034655539577264,0.019276624821224005,1.1814297527941984,0.9566050309293771,0.8407927685637995,1.393102537972394
2024-08-13,S3_range_or_uncertain,-0.0018033944255492615,-0.019804599304157917,-0.029189433396114947,0.027386038970565685,1.1792991689638312,0.9376598515994792,0.8162505040458714,1.4312540983673
2024-08-20,S3_range_or_uncertain,-0.004875062287257,-0.017196203482184213,-0.013355859939753075,0.008480797652496076,1.1735500120598221,0.9215356619942999,0.8053487766380819,1.4433922747648589
2024-08-27,S3_range_or_uncertain,-0.0073037679977731584,0.020461936036353264,0.022924901475618594,-0.030228669473391753,1.1649786750379532,0.9403920657652457,0.8238113179960198,1.399760446770545
2024-09-03,S3_range_or_uncertain,0.0025828716936511786,-0.003727956574640412,-0.006542812994662899,0.009125684688314078,1.1679876654814159,0.9368863249809365,0.8184212745994851,1.4125342192469466
2024-09-10,S3_range_or_uncertain,0.004463515489647189,-0.0026866291517657626,0.005376402483695932,-0.0009128869940487434,1.1732009965180092,0.934369258868352,0.8228214367729514,1.4112447351295472
2024-09-19,S3_range_or_uncertain,0.013609828214317214,0.003852313438030003,-0.03428123614376459,0.047891064358081804,1.189168060541485,0.9379687421203726,0.7946141007947862,1.4788307475646405
2024-09-26,S1_trend,0.015255912159861803,-0.009384820600057034,0.06714603607776252,-0.051890123917900724,1.2073099040164192,0.9291660737471117,0.8479692878746518,1.4020940368199095
2024-10-10,S2_stress,-0.009911336490577412,-0.008458241564497603,0.0009756310137184399,-0.010886967504295852,1.1953438493093058,0.9213069626418229,0.848796593010583,1.3868294846030842
2024-10-17,S2_stress,0.0454188962091986,-0.003361057562577824,-0.01660747489584853,0.062026371105047134,1.249635047535389,0.9182103969075799,0.8347002249004779,1.4728494848744962
2024-10-24,S2_stress,0.022556144075374648,-0.001967446971798036,0.0008593781155833654,0.02169676595979128,1.2778219957092347,0.9164038666427106,0.83541754800683,1.5048055554418174
2024-10-31,S2_stress,-0.008818859032673258,0.018242215274121773,-0.0030842816409282444,-0.005734577391745014,1.2665530636602258,0.9331211032560445,0.8328408850010033,1.4961761315246085
2024-11-07,S1_trend,0.008773561351071643,0.03395493117280552,-0.025662357093947676,0.03443591844501932,1.2776652446686365,0.9648051660929958,0.8114682248076681,1.5476983307691745
2024-11-14,S1_trend,0.023558920757303606,-0.0049075293052524005,0.018745288767305687,0.004813631989997919,1.307765658922146,0.9600703564665355,0.8266794310071808,1.5551483809650313
2024-11-21,S1_trend,0.02680915812153323,-0.008074816713898597,-0.0022460158755172968,0.02905517399705053,1.342825755258101,0.9523179643056209,0.8248226958811751,1.6003334877652018
2024-11-28,S3_range_or_uncertain,-0.0015673883547804599,-0.008062241716808834,0.004010504534773703,-0.005577892889554163,1.3407210258068103,0.9446401466861296,0.8281306510433909,1.591406998982881
2024-12-05,S3_range_or_uncertain,7.831362477031265e-05,-0.0002460188582592667,-0.009673576212213509,0.00975188983698382,1.3408260225301472,0.944407747395776,0.8201196660768526,1.606926224722767
2024-12-12,S3_range_or_uncertain,0.011463289314998586,-0.017759386750330935,0.011598295353322447,-0.00013500603832386146,1.3561962991474892,0.9276356449597656,0.8296316561890801,1.6067092799792884
2024-12-19,S3_range_or_uncertain,0.0047036608067563745,0.003399466832219,-0.003937256922555808,0.008640917729312182,1.3625753865260573,0.9307891115671905,0.8263651832075782,1.6205927226825116
2024-12-26,S1_trend,0.012280674149635969,0.01297613653931086,-0.019030902968353067,0.031311577117989035,1.379308730852298,0.9428671581681901,0.8106387075895295,1.671336036695637
2025-01-03,S3_range_or_uncertain,-0.00683122353703471,-0.010984253964110428,0.03423337213118888,-0.04106459566822359,1.3698863645852624,0.9325104658484517,0.8383896041303879,1.6027032981229992
2025-01-10,S3_range_or_uncertain,0.030476357344838573,0.006078339860086013,0.018123612469179994,0.01235274487565858,1.4116355109541847,0.9381785813829657,0.8535842524138362,1.6225010830760893
2025-01-17,S3_range_or_uncertain,-0.0002494769220690104,-0.006975201711890768,0.025303940062890603,-0.025553416984959613,1.4112833404718286,0.931634596536044,0.8751832971755431,1.5810406363416973
2025-01-24,S3_range_or_uncertain,-0.01526677526813317,-0.009656406235878896,0.0015607754237379344,-0.016827550691871106,1.389737594873185,0.9226383544084927,0.8765492617570406,1.5544355948877493
2025-02-10,S3_range_or_uncertain,-0.0011227346013141682,-0.0021253991454688007,0.0014505294718417776,-0.0025732640731559457,1.3881772883886736,0.9206773796384562,0.8778207222947404,1.5504356216173898
2025-02-17,S3_range_or_uncertain,0.007607738997814102,-0.006225031042334942,0.015257691047681009,-0.007649952049866906,1.3987381788814282,0.9149461343702312,0.8912142396707656,1.5385748634556111
2025-02-24,S3_range_or_uncertain,0.006616279046982421,0.0150451849801796,-0.04296431572383537,0.04958059477081779,1.4079926209865756,0.9287116682087316,0.8529238296999729,1.6148583202851703
2025-03-03,S1_trend,-0.0010114149338669202,0.0016713951408317959,0.019952377291522706,-0.020963792225389626,1.4065685562229353,0.9302639123782095,0.8699416877510772,1.5810047659852704
2025-03-10,S1_trend,-0.0071894181132967005,-0.004183777683295679,-0.009667340187600699,0.0024779220743039983,1.3964561467672325,0.9263718949820262,0.8615316655122119,1.5849223725944852
2025-03-17,S3_range_or_uncertain,0.010411355628752329,0.0033475984053662217,-0.012094241267447358,0.022505596896199687,1.4109951483311833,0.9294730160604441,0.8511120936899614,1.6205919966238653
2025-03-24,S3_range_or_uncertain,-0.005729204462616214,-0.0005319774700680642,-0.012167152846375871,0.006437948383759657,1.4029112686306344,0.9289785573568637,0.8407564827566367,1.6310252842492636
2025-03-31,S3_range_or_uncertain,0.05926590769817462,-0.0017796248432887403,-0.02829488517974217,0.0875607928779168,1.4860560783860266,0.9273253240373089,0.8169673746129138,1.7738391513420586
2025-04-08,S2_stress,0.03164277842923625,-0.010036223528546438,0.005626531853692819,0.02601624657554343,1.5330790216078156,0.9180184798015888,0.8215640675696011,1.819987788088726
2025-04-15,S2_stress,0.018047072961031425,-0.00421261268784614,-0.003767821144223467,0.021814894105254893,1.5607466105657986,0.9141512235058994,0.8184685611044781,1.8596906289587387
2025-04-22,S2_stress,-0.0035598315165335146,-0.006455316831257058,-0.013730556456259623,0.010170724939726108,1.5551906155921835,0.9082500877264875,0.8072305323185595,1.8786050308188642
2025-04-29,S2_stress,0.02696821875915246,-0.0019359176460090745,-0.009847800456679046,0.036816019215831504,1.5971313363256545,0.9064917903546685,0.7992810871137475,1.9477677897324492
2025-05-09,S3_range_or_uncertain,0.00495738313801349,0.0025334160965090743,-0.01062651343472273,0.01558389657273622,1.605048928281548,0.9087883112477064,0.7907875159034135,1.9781216015153467
2025-05-16,S3_range_or_uncertain,-0.001049604549013668,-0.00987713938949586,-0.012127030039463004,0.011077425490449336,1.6033642616250343,0.8998120824219683,0.7811976119432205,2.000034096167181
2025-05-23,S3_range_or_uncertain,0.005118558832312273,0.006167846194315193,0.0094068927796486,-0.004288333947336326,1.611571175927789,0.9053619849501334,0.7885462541184879,1.9914572820567573
2025-05-30,S3_range_or_uncertain,-0.009120203503759132,0.0067076237483229256,0.017846259560374847,-0.02696646306413398,1.5968733188425352,0.9114348125012138,0.8026188552448477,1.9377547228163732
2025-06-09,S3_range_or_uncertain,0.004413736484563221,-0.010254680858962598,0.011866544962975602,-0.007452808478412381,1.603921496871136,0.9020883393752654,0.8121431679787426,1.9233130079890837
2025-06-16,S3_range_or_uncertain,0.008486117374663519,-0.008050903404164651,-0.016291216919987184,0.024777334294650705,1.6175325629533304,0.8948257132929318,0.7989123674591154,1.9709675773412794
2025-06-23,S3_range_or_uncertain,-0.014610712506028578,0.0013878432624596685,0.035459334315356784,-0.05007004682138536,1.5938992597068795,0.8960675911302011,0.8272412681855215,1.872281138460369
2025-06-30,S1_trend,0.0017357856019639536,-0.006232396872537431,0.0017669490816377468,-3.116347967379316e-05,1.5966659270928598,0.8904829422776591,0.8287029613846346,1.872222791665167
2025-07-07,S1_trend,-0.011410777642275275,0.0066577462190182575,0.016564375062505243,-0.02797515270478052,1.578446727229806,0.8964115517197084,0.8424299080524186,1.8198470731709635
2025-07-14,S1_trend,-0.002278691689449067,-0.0027399412337140235,0.03478279378509499,-0.037061485474544055,1.5748499337902293,0.893955436746774,0.8717319738226025,1.7524008373027464
2025-07-21,S1_trend,-0.011615420355306534,-0.027779569334447165,0.017263499275797213,-0.02887891963110375,1.5565573898127292,0.869121739709761,0.8867811181213783,1.7017933943608015
2025-07-28,S1_trend,0.002083191657160884,-0.01373079730791508,0.00372203597124275,-0.001638844314081866,1.5597999971810792,0.8571880052659038,0.8900817493416449,1.6990044199327112
2025-08-04,S1_trend,-0.006279332761794913,0.0008567259295603092,0.008357343517899844,-0.014636676279694758,1.5500054939569323,0.857922380456523,0.8975204682799062,1.6741366422403856
2025-08-11,S1_trend,-0.016389591538975994,0.0030686454878315005,0.00790315615344807,-0.024292747692424066,1.5246015370278094,0.8605550400982206,0.9046137126916381,1.633467263187798
2025-08-18,S1_trend,-0.01497564631321559,0.017407518969317103,0.03444517901682478,-0.049420825330040365,1.5017696436406962,0.8755351682828717,0.9357732939663761,1.5527399628914549
2025-08-25,S1_trend,-0.04086720887287149,-0.016085465111374507,0.04145227219455107,-0.08231948106742257,1.440396509935094,0.8614517778796761,0.974563223260262,1.4249192149135812
2025-09-01,S1_trend,0.0035832939975042554,0.010505220342261328,-0.018011455911163335,0.02159474990866759,1.4455578741031705,0.8705015186205348,0.9570099207318685,1.4556899889996948
2025-09-08,S1_trend,0.025013535685746713,-0.012723127955392525,-0.010074384808336702,0.035087920494083415,1.4817163875728625,0.8594260164137623,0.94736863452502,1.5067671235977493
2025-09-15,S1_trend,-0.008863106438928658,-0.016463805877596414,0.011867382004945116,-0.020730488443873776,1.4685837775174995,0.84527659331337,0.9586114200104315,1.4755311051543971
2025-09-22,S1_trend,-0.011598050457796242,0.0031163449017339324,-0.020524448783843182,0.00892639832604694,1.4515510687643505,0.8479107667154971,0.9389364490168203,1.4887022835414776
2025-09-29,S1_trend,0.001677695693086508,0.02527317213189722,-0.02596016732549057,0.02763786301857708,1.4539863297407114,0.8693401614751869,0.9145615016923417,1.52984683332944
2025-10-14,S1_trend,-0.004009314133208425,-0.026509430670127333,0.0036005054045784245,-0.00760981953778685,1.4481568417993902,0.8462944487358031,0.9178543853220044,1.5182049750073483
2025-10-21,S1_trend,-0.019500719176695762,-0.01889200884126881,0.04061787147144405,-0.06011859064813981,1.4199167419036498,0.8303062465279695,0.9551356767745148,1.4269326315949122
2025-10-28,S1_trend,0.029496334632963125,0.02156615010538413,-0.033433587257367954,0.06292992189033109,1.4617990812737864,0.8482127556740298,0.9232020647824488,1.5167293906439447
2025-11-04,S3_range_or_uncertain,-0.010940736337069937,-0.0008264560548128573,0.012915929488653003,-0.02385666582572294,1.4458059229477989,0.8475117451063334,0.9351260775549577,1.4805452844232998
2025-11-11,S1_trend,0.006395534443839045,-0.0012116417804355745,-0.014656748621963507,0.021052283065802552,1.455052624527118,0.8464848644665528,0.9214201697063918,1.5117141428427183
2025-11-18,S3_range_or_uncertain,0.014026629368690816,0.0027559920054399554,-0.019020720832857056,0.03304735020154787,1.4754621084033008,0.8488177699857484,0.9038940938886427,1.5616722895258743
2025-11-25,S3_range_or_uncertain,-0.020053765571618302,0.0008980333768015719,0.007155069701481027,-0.02720883527309933,1.4458735371715754,0.8495800366740179,0.910361519133173,1.5191810054496009
2025-12-02,S3_range_or_uncertain,-0.004963004191784718,-0.005244167230221808,-0.008726842050111726,0.0037638378583270075,1.4386976607458022,0.8451246968862414,0.902416937947198,1.5248989564315631
2025-12-09,S3_range_or_uncertain,-0.0033966212150436975,0.0075579878833623455,0.004825417589030285,-0.008222038804073982,1.4338109497492793,0.8515121391052378,0.9067714765122074,1.5123611780394908
2025-12-16,S3_range_or_uncertain,-0.007764459190376128,0.002022322215452487,-0.0023309610749036036,-0.005433498115472524,1.4226781831432365,0.8532341710208778,0.9046578274966245,1.5041437664286994
2025-12-23,S1_trend,-0.015845895266065693,-0.004092860534481531,0.012488754449796542,-0.028334649715862234,1.4001345736558322,0.8497420025556354,0.9159558769653162,1.4615243796846447
