state,observations,mean_rank_ic,median_rank_ic,icir
S1_trend,35,0.025750199029958804,0.05711534341393308,0.13371685051054524
S2_stress,8,0.11066588999576976,0.07956482114195132,1.334438081277863
S3_range_or_uncertain,53,0.05141261305141975,0.08401694626443336,0.32858878793908036
